Driver_ID,Distance_Feature,Speeding_Feature
3423313633,52.37,006
3423312165,40.84,025
3423314381,27.42,027
3423312732,44.79,031
3423312525,59.84,037
3423313793,36,045
3423313029,47.64,010
3423313920,51.85,037
3423311655,59.73,015
3423311576,42.96,037
3423313408,51.84,027
3423313342,59.62,023
3423312729,58.82,030
3423311987,50.93,030
3423313012,41.35,023
3423310573,24.58,045
3423311451,57.74,022
3423313032,38.14,033
3423312160,51.82,020
3423312397,41.37,017
3423311095,55.01,024
3423312803,64.56,053
3423311951,46.09,035
3423313818,57.81,020
3423311313,46.31,023
3423311389,66.62,037
3423312703,42.89,017
3423314199,40.82,023
3423312834,50.55,041
3423312795,40.43,040
3423312077,53.36,025
3423314379,44.83,027
3423310461,35.87,035
3423312709,46.95,023
3423312808,47.75,020
3423311713,57.12,026
3423312819,38.03,043
3423314401,54.31,045
3423311992,50.29,039
3423311164,33.6,024
3423311785,45.13,044
3423310769,31.68,031
3423310596,72.36,004
3423310503,48.43,055
3423311126,44.48,036
3423313487,56.54,020
3423314331,54.11,050
3423313472,49.51,029
3423312200,50.66,036
3423313015,61.82,023
3423312340,50.45,015
3423313441,67.7,043
3423312358,41.61,012
3423313702,39.63,031
3423311137,36.08,031
3423313567,45.18,027
3423313538,49.33,028
3423312814,48.66,045
3423310890,53.81,025
3423312595,35.57,044
3423311887,48.83,039
3423314123,69.14,040
3423312427,60.75,059
3423310735,52.01,039
3423312257,47.88,045
3423314416,40.3,030
3423311310,48.52,030
3423311848,55.06,037
3423311622,48.45,028
3423311051,58.65,040
3423313971,69.29,021
3423314179,51.7,021
3423312887,69.95,018
3423312583,53.04,037
3423312990,47.97,027
3423311820,64.01,026
3423314018,61.76,023
3423313775,49.98,028
3423310869,81.96,027
3423313262,56.56,025
3423311532,51.69,030
3423313252,54.83,040
3423311201,54.97,039
3423313632,44.07,027
3423311574,45.95,040
3423311102,42.24,022
3423310805,43.52,049
3423313805,51.33,031
3423311177,56.68,055
3423313477,51.06,024
3423310780,41.95,028
3423313713,53.56,027
3423313597,47.86,045
3423314406,43.74,034
3423312012,41.22,039
3423312915,45.82,042
3423312481,44.74,025
3423313911,53.88,030
3423311105,44.4,029
3423312215,59.01,035
3423311909,53.27,019
3423314269,45.62,025
3423313837,53.16,053
3423314291,50.91,051
3423311881,33.53,042
3423312020,46.92,033
3423312610,59.24,035
3423314333,48.37,032
3423311877,50.26,021
3423310736,38.14,030
3423312193,63.42,026
3423313751,57.46,014
3423313882,63.79,033
3423312229,58.13,030
3423314081,56.35,041
3423311721,52.95,003
3423312718,55.65,027
3423314210,29.44,034
3423314427,49.58,039
3423313361,31.3,033
3423311301,43.48,029
3423313773,48.94,034
3423312093,43.93,032
3423312612,53.83,036
3423312474,53.69,021
3423311693,60.33,008
3423311450,40.97,042
3423311351,49.29,021
3423314032,56.06,034
3423311710,66.16,032
3423310578,32.61,023
3423310713,37.37,025
3423311812,46.04,038
3423314051,57.17,033
3423313543,41.06,031
3423311594,47.21,036
3423311290,55.74,044
3423314242,56.34,025
3423311609,61.53,011
3423311665,61.4,038
3423314223,59.03,029
3423312735,26.76,022
3423311754,48.24,034
3423311799,50.84,033
3423314167,64.25,028
3423312455,23.06,015
3423313298,47.25,023
3423313402,59.19,033
3423313266,32.71,017
3423312626,48.87,025
3423313671,58.68,024
3423313459,51.16,025
3423311131,49.48,034
3423313120,16.05,036
3423312886,53.49,051
3423312024,57.19,019
3423312416,49.38,037
3423311082,38.82,016
3423311625,49.88,037
3423311466,48.81,030
3423313275,58.86,042
3423313213,45.22,039
3423312196,49.25,025
3423312697,71.53,049
3423312946,49.41,038
3423312130,63.19,021
3423310680,48.68,022
3423313703,50.11,034
3423313203,43.56,024
3423312854,49.36,023
3423312458,23.03,021
3423313083,36.14,030
3423311556,37.48,026
3423313124,46.35,035
3423313003,41.54,027
3423312311,66.05,036
3423312456,47.09,027
3423310609,33.84,035
3423313087,41.45,037
3423312821,56.09,009
3423311525,54.66,034
3423310932,53.23,047
3423314232,53.51,033
3423311442,48.56,037
3423310670,35.91,030
3423311052,58.04,028
3423312870,37.16,019
3423311497,42.45,016
3423310837,62.65,041
3423312539,51.42,035
3423311940,46.31,022
3423312604,51.36,033
3423313041,63.62,041
3423312818,56.54,039
3423310492,48.58,036
3423311128,30.37,037
3423311741,51.75,037
3423311817,61.68,024
3423314168,56.54,033
3423313101,41.22,013
3423314057,46.08,035
3423312013,53.21,039
3423311070,57.95,021
3423311958,53.4,045
3423313795,50.32,040
3423311685,62.06,037
3423313876,32.9,036
3423312977,43.48,015
3423312590,47.76,025
3423313054,41.61,004
3423313907,28.72,037
3423311586,53.37,040
3423313209,37.81,034
3423310759,48.7,046
3423314418,53.23,040
3423312007,43.47,033
3423311892,64.55,030
3423314120,59.34,038
3423311246,29.92,049
3423312988,45.67,039
3423314297,44.99,036
3423311208,51.07,013
3423311823,57.87,038
3423312106,57.9,034
3423314420,45.41,032
3423311517,66.97,033
3423311640,49.37,040
3423311320,49.54,021
3423312185,51.73,061
3423312896,29.68,030
3423314019,66.12,038
3423311839,52.68,030
3423311624,50.32,046
3423312883,63.2,040
3423311772,45.12,025
3423313050,38.69,022
3423312274,50.77,032
3423311429,48,023
3423310739,55.36,047
3423311395,53.11,048
3423311354,38.51,028
3423311393,38.96,021
3423312817,27.4,030
3423312479,34.95,035
3423310481,68.86,031
3423311405,60.4,028
3423311690,37.33,038
3423313373,59.63,024
3423311282,33.92,043
3423312839,43.98,006
3423314319,53.74,031
3423313884,45.51,033
3423313972,55.09,019
3423312249,68.87,018
3423312335,58.44,019
3423311494,43.75,019
3423312701,47.07,033
3423313515,47.89,028
3423314282,53.3,041
3423312619,57.02,037
3423312412,43.44,031
3423314324,38.49,021
3423311966,61.08,024
3423312519,62.52,041
3423311365,60.04,034
3423311004,53.63,020
3423311801,44.96,046
3423311838,43.37,050
3423311337,31.88,030
3423311381,41.01,037
3423311788,53.72,013
3423312168,48.05,018
3423311734,63.38,041
3423313610,55.92,022
3423313259,51.54,022
3423313763,39.27,034
3423313915,59.22,014
3423313443,57.77,014
3423314388,60.84,009
3423311771,63.59,021
3423312064,53.12,030
3423313947,58.89,009
3423311377,61.69,036
3423311879,49.56,024
3423313273,45.44,029
3423313260,50.28,021
3423312737,47.42,035
3423313200,45.8,028
3423313121,38.07,023
3423311258,44.13,024
3423314365,51.91,059
3423310478,51.7,036
3423310833,39.66,019
3423313185,49.73,026
3423312421,52.86,024
3423311571,55.81,029
3423312578,42.86,024
3423312982,52.31,025
3423314281,62.35,028
3423312574,32.9,016
3423313596,48.51,023
3423312692,45.33,012
3423313089,49.09,012
3423314364,37.89,014
3423312830,67.15,017
3423314422,48.01,032
3423314257,45.44,028
3423312259,52.54,022
3423310550,59.23,040
3423312359,31.85,037
3423313930,49.4,054
3423313282,51.11,025
3423312938,64.34,047
3423311073,58.32,042
3423311930,46.99,013
3423313641,65.75,034
3423311511,62.34,012
3423313352,51.33,038
3423313889,50,027
3423313542,63.06,027
3423312858,64.66,024
3423314389,54.99,036
3423313004,40.95,035
3423311375,52.29,040
3423311023,40.47,030
3423310823,59.56,042
3423312540,58,046
3423313927,55.12,034
3423312262,59.21,026
3423312663,65.54,039
3423313830,55.64,024
3423313165,62.4,040
3423313852,51.01,022
3423311996,48.83,024
3423312388,57.58,035
3423311174,47.21,034
3423313624,49.26,026
3423312679,59.51,030
3423312640,46.12,033
3423311984,51.7,037
3423312793,85.36,017
3423311513,40.04,035
3423312297,34.77,005
3423310599,45.1,004
3423311331,56,008
3423312797,38.14,005
3423310994,53.39,005
3423314011,50.55,007
3423311899,48.8,006
3423312465,55.99,003
3423312364,48.37,004
3423310629,55.19,006
3423312374,51.51,005
3423311872,43.29,009
3423311133,44.96,007
3423314224,43.45,005
3423311001,48.92,008
3423312057,52.9,006
3423310758,50.99,005
3423311732,45.08,005
3423311038,53.36,002
3423312266,53.27,004
3423313753,51.93,006
3423313741,64.96,006
3423313179,49.22,005
3423313355,59.82,007
3423312895,45.24,004
3423314338,60.4,007
3423312533,35.14,005
3423312437,43.86,006
3423313894,57.49,006
3423310963,47.98,007
3423311552,48.33,007
3423310655,52.42,003
3423313603,40.59,006
3423310676,42.54,003
3423310888,39.43,006
3423311109,67.04,004
3423313105,32.58,005
3423310977,41.75,009
3423313010,55.95,004
3423312400,49.61,004
3423313807,43.04,008
3423312684,33.5,005
3423312188,47.25,006
3423313285,47.47,007
3423310830,29.47,008
3423310541,52.55,002
3423313828,52.6,003
3423310737,58.98,006
3423310778,44.94,004
3423311521,59.72,007
3423314275,57.38,005
3423310783,46.76,006
3423311087,35.58,005
3423312845,42.55,010
3423313480,46.44,005
3423312741,29.66,001
3423310820,30.77,008
3423310614,65.73,008
3423311591,73.5,006
3423313420,41.94,003
3423313854,38.2,006
3423313323,49.47,004
3423312841,42.9,006
3423311146,44.02,004
3423311855,74.03,006
3423313450,41.73,007
3423313376,63.6,004
3423311989,59.71,004
3423311621,51.75,004
3423312387,49.68,005
3423311702,43.6,001
3423311158,60.76,006
3423312490,44.84,002
3423313181,53.99,004
3423312014,46.74,004
3423311633,48.99,007
3423311928,56.28,004
3423312069,49.19,003
3423312219,51.3,005
3423312360,62.3,006
3423312190,64.5,005
3423314203,43.31,003
3423311618,50.87,004
3423314159,33.18,001
3423313130,60.07,002
3423312497,47.48,002
3423311271,38.98,005
3423314265,61.65,004
3423313548,60.52,009
3423312569,50.87,004
3423312260,40.61,004
3423313278,61.48,003
3423310549,50.18,006
3423311544,50.89,010
3423313908,51.97,004
3423312011,52.07,005
3423310929,31.06,003
3423311108,52.44,006
3423314372,35.84,009
3423311332,52.66,007
3423312722,50.39,004
3423313104,54.05,001
3423312214,25.78,003
3423312499,51.53,008
3423312406,36.51,007
3423313492,48.2,006
3423312460,47.23,005
3423313299,60.59,006
3423311261,59.46,008
3423311635,54.7,004
3423313994,45.16,004
3423313870,44.92,003
3423310781,53.44,005
3423313895,32.54,009
3423313229,44.51,005
3423310465,62.26,006
3423313134,39.05,003
3423312454,37.68,004
3423310770,42.33,010
3423314185,66.06,004
3423312672,32.94,007
3423310554,39.67,004
3423312348,63.08,009
3423310824,73.78,004
3423312602,45.24,005
3423312717,59.71,009
3423311747,39.79,006
3423313025,35.93,006
3423313790,49.1,005
3423312402,50.22,008
3423312144,68.63,008
3423312289,62.03,006
3423313758,55.64,007
3423313921,55.4,008
3423310454,52.28,008
3423312081,39.84,001
3423310510,35.52,005
3423314262,48.79,003
3423313860,70.7,002
3423312516,61.92,004
3423310785,59.86,004
3423314276,68.37,005
3423312309,47.65,004
3423313959,46.7,000
3423311509,31.24,001
3423313448,49.47,010
3423313335,50.58,008
3423314117,38.61,006
3423311619,42.83,006
3423310706,59.72,007
3423311537,50.21,002
3423311089,38.04,007
3423313621,66.87,006
3423313346,31.07,003
3423311660,57.66,006
3423312382,50.89,005
3423311689,35.99,005
3423311423,62.2,004
3423313349,56.52,002
3423312111,63.05,001
3423313822,46.99,003
3423313537,30.45,002
3423312774,58.23,006
3423313452,37.05,005
3423311569,31.14,004
3423310482,28.91,004
3423310645,58.82,004
3423313386,34.34,003
3423310799,32.49,003
3423311807,57.76,003
3423314421,73.89,004
3423314387,38.4,008
3423311188,44.13,005
3423312263,42.26,006
3423312804,45.89,007
3423312572,62.56,008
3423310978,53.54,006
3423313497,55.4,004
3423310975,48.81,003
3423314045,51.01,007
3423312813,36.88,007
3423311114,56.42,006
3423313164,39.94,004
3423312433,38.7,008
3423310703,47.39,006
3423314355,64.67,003
3423311349,67.47,005
3423313726,49.39,006
3423312733,43.1,006
3423311774,34.03,005
3423311203,32.72,000
3423312485,60.65,005
3423312560,57.26,006
3423313976,55.1,004
3423313424,61.06,004
3423311644,38.91,004
3423311240,51.35,003
3423310854,56.87,006
3423313832,50.2,005
3423313864,55.34,006
3423310936,47.95,003
3423310470,47.47,006
3423312401,35.44,006
3423310687,31.45,008
3423310892,28.16,003
3423311490,68.57,006
3423312120,41.5,005
3423313369,53.75,008
3423312112,37.47,005
3423313878,55.63,004
3423310526,50.45,007
3423310926,51.61,003
3423311247,38.08,007
3423312367,37.26,005
3423314414,33.01,004
3423312413,45.87,006
3423311585,45.45,004
3423314004,53.15,008
3423312148,54.58,005
3423312449,53.08,002
3423310472,43.09,004
3423312356,34.46,004
3423313067,52.19,004
3423310949,55.54,005
3423313254,51.45,005
3423314300,62.7,001
3423312015,50.18,008
3423311866,53.44,006
3423311129,53.42,004
3423311808,54.52,004
3423311615,50.89,006
3423311026,64.49,009
3423311837,51.92,008
3423310750,57.49,006
3423314208,42.97,001
3423312029,43.27,004
3423314376,44.69,006
3423311646,54.16,003
3423312070,50.07,004
3423314034,48.42,005
3423313689,42.59,006
3423314221,50.69,004
3423312245,62.86,003
3423310615,51.78,002
3423312720,47.89,003
3423314111,38.05,001
3423311744,54.09,004
3423311053,38.88,004
3423314345,58,005
3423311390,42.04,005
3423312872,35.44,002
3423313186,43.73,008
3423312826,65.7,005
3423310695,43.3,005
3423312055,54.89,003
3423314371,54.69,006
3423310787,46.22,006
3423311333,47.7,005
3423313052,39.19,008
3423313129,57.11,003
3423313562,47.65,007
3423312213,38.13,002
3423312699,33.77,004
3423312248,54.62,006
3423314339,51.86,004
3423311512,56.75,006
3423314021,50.98,004
3423313850,46.99,006
3423314382,52.3,004
3423311510,47.64,005
3423311688,28.82,009
3423311539,53.48,002
3423310881,45.16,006
3423313868,56.73,004
3423310536,71.55,004
3423313418,32.1,002
3423310458,41.81,003
3423312494,52.98,003
3423310589,43.82,003
3423311234,40.81,003
3423311099,46.33,008
3423311380,37.48,006
3423313300,42.87,004
3423313328,54.26,005
3423313195,46.69,006
3423312836,48.46,006
3423310800,56.82,008
3423313336,48.73,004
3423313817,38.76,004
3423312065,38.23,002
3423313729,54.06,006
3423311265,42.25,009
3423310776,35.22,003
3423312079,43.64,005
3423314235,45.7,005
3423311705,45.41,006
3423314392,70.97,004
3423311696,36.19,004
3423311472,56.54,003
3423313301,44.52,001
3423313384,42.87,006
3423311703,33.86,005
3423311197,65.17,010
3423311656,42.75,004
3423310696,42.59,006
3423314437,45.15,003
3423311419,49.7,003
3423312537,55.39,002
3423313631,32.12,006
3423313117,60.07,006
3423313966,62.34,003
3423311283,75.84,003
3423312186,49.46,008
3423312963,58.15,007
3423314215,49.1,009
3423311568,45.97,004
3423311782,37.1,006
3423310664,55.74,006
3423311421,42.81,006
3423313735,53.28,005
3423310606,43.15,003
3423312350,54.53,004
3423312885,69.29,004
3423314075,42.99,004
3423312319,66.21,004
3423313840,50.94,005
3423311059,53.75,006
3423312828,45.17,005
3423311763,44.64,007
3423313655,39.62,007
3423312566,54.55,007
3423311554,53.05,004
3423313128,54.35,001
3423311830,48.64,006
3423313787,49.34,005
3423312940,46.83,002
3423314039,31.81,004
3423310512,34.46,003
3423314109,27.3,005
3423311610,53.95,003
3423312550,46.57,006
3423314273,33.36,006
3423313318,36.42,007
3423311833,65.73,005
3423310622,49.9,005
3423313486,56.31,003
3423313417,33.04,003
3423313760,48.62,010
3423310959,47.42,005
3423314026,68.57,004
3423312527,45.07,004
3423311975,56.07,007
3423312164,47.01,006
3423310547,51.53,006
3423310648,51.81,007
3423313553,66.83,006
3423311998,50.79,004
3423313444,46.33,002
3423312617,30.52,011
3423313274,41.67,001
3423312788,53.38,007
3423311815,60.45,006
3423311318,41.56,003
3423311056,28.94,004
3423312790,43.5,008
3423311187,56.31,006
3423312471,67.77,004
3423312924,41.93,002
3423314280,71.73,005
3423311852,57.04,000
3423314135,38.44,007
3423312276,55.64,005
3423314325,57.39,002
3423313592,60.07,003
3423313395,46.69,002
3423311523,46.59,003
3423314106,55.64,003
3423311452,46.09,004
3423313046,46.25,002
3423314403,61.75,008
3423314303,66.17,004
3423314233,58.07,006
3423311653,56.07,004
3423312383,49.81,006
3423311778,49.75,005
3423311916,35.17,009
3423312658,55.71,005
3423311903,49.71,004
3423311853,48.97,003
3423313111,61.79,005
3423312175,42.77,007
3423313709,47.63,008
3423313297,67.19,004
3423312072,52.03,003
3423314173,55.64,005
3423314028,44.09,005
3423312891,49.52,007
3423313045,49.78,004
3423312073,39.56,005
3423312508,50.54,008
3423311818,39.46,009
3423314430,41.69,005
3423312844,48.03,008
3423310534,37.91,005
3423311139,40.81,004
3423312170,58.1,002
3423311659,49.63,005
3423312734,59.36,007
3423313806,37.14,006
3423313066,49.41,006
3423313269,57.34,002
3423311361,46.58,007
3423313306,42.21,006
3423311548,41.14,002
3423313692,37.63,003
3423311121,60.88,005
3423310928,64.56,003
3423314099,58.97,006
3423313531,51.2,006
3423311416,52.84,003
3423313875,22.36,005
3423313812,60.75,002
3423314008,60.38,004
3423310593,64.18,001
3423311764,71.11,006
3423310521,31.35,003
3423312928,52.38,004
3423311155,54.01,004
3423310768,51.31,005
3423313122,65.89,003
3423313403,51.92,007
3423312683,57.51,005
3423311154,48.94,003
3423313363,34.86,006
3423310747,42.96,003
3423311016,38.96,004
3423311731,41.74,008
3423313375,66.37,005
3423311386,31.92,004
3423313979,52.07,006
3423312979,55.77,005
3423312246,59.03,004
3423311971,49.53,007
3423314361,56.58,007
3423314055,33.62,007
3423312698,70.55,006
3423311829,63.68,002
3423310906,61.78,009
3423311206,39.21,008
3423310546,37.13,005
3423312794,57.08,006
3423312009,24.9,008
3423312126,55.34,005
3423310634,43.47,007
3423314049,73.8,006
3423311275,58.36,010
3423313127,52.88,004
3423311694,44.65,006
3423313364,46.85,005
3423312763,55.2,007
3423311626,58.28,000
3423313314,67.36,006
3423312050,50.38,005
3423311578,56.21,001
3423314214,47.79,006
3423312244,63.18,005
3423314336,57.18,005
3423310930,58.44,006
3423313155,60.4,006
3423313175,43.94,004
3423310537,53.34,003
3423314321,42.96,003
3423312097,46.07,003
3423311414,52.09,009
3423311584,57.35,005
3423312217,72.05,007
3423312163,55.19,004
3423312061,33.32,004
3423314054,51.53,004
3423313950,52.11,005
3423313135,46.24,007
3423314444,51.59,006
3423312929,63.62,006
3423313565,59.02,005
3423311674,53.71,006
3423314304,60.37,006
3423310530,56,009
3423310779,58.05,005
3423313416,50.86,006
3423313880,39.44,008
3423313672,44.61,008
3423314151,54.2,010
3423310729,36.76,005
3423312719,74.83,004
3423313687,46.57,006
3423310818,50.74,004
3423312178,46.85,004
3423311060,52.01,004
3423311914,63.96,006
3423314037,68.24,002
3423312700,43.22,007
3423311825,51.73,006
3423314432,44.04,005
3423312232,53.66,006
3423313926,54.99,004
3423312127,59.09,005
3423312103,64.15,006
3423314189,28.36,007
3423313891,57.13,004
3423311456,54.29,009
3423311253,70.87,007
3423310794,46.55,005
3423312031,64.77,005
3423312407,48.84,005
3423312514,51.37,002
3423313064,75.54,007
3423313366,44.68,007
3423313208,46.59,004
3423310467,46.66,008
3423313929,50.36,003
3423312191,51.39,004
3423314228,53.95,002
3423310692,57.78,007
3423311920,45.77,004
3423312323,44.64,006
3423312158,42.6,002
3423310710,63.59,003
3423312605,53.75,006
3423312843,55.88,003
3423312880,31.35,007
3423312507,42.2,005
3423313096,50.1,007
3423312316,40.18,004
3423313210,43.8,003
3423314052,41.84,007
3423311163,57.03,004
3423311520,70.83,005
3423313545,54.96,003
3423314212,72.8,001
3423313053,45.58,005
3423312744,61.79,003
3423311212,39.81,004
3423313654,60.9,003
3423310448,53.76,009
3423313473,55.85,005
3423312980,63.36,006
3423310613,63.15,006
3423310731,58.98,006
3423311773,44.21,005
3423311759,42.09,002
3423311312,39.78,005
3423310673,70.77,005
3423312509,54.82,003
3423313839,54.07,005
3423311874,56.74,007
3423311249,42.78,005
3423312534,22.27,007
3423311263,43.07,004
3423313849,43.5,004
3423310786,58.48,008
3423313756,40.4,006
3423311443,54.84,005
3423311534,51.83,006
3423312046,53.08,002
3423313578,51.08,007
3423312827,63.84,001
3423311243,40.95,006
3423313462,48.07,004
3423313547,63.67,007
3423310565,56.59,002
3423311107,39.37,005
3423312239,46.7,006
3423314073,50.53,006
3423312083,54.02,004
3423312807,47.21,004
3423311298,48.05,009
3423311904,52.01,007
3423312736,65.61,004
3423313404,58.38,005
3423313126,51.45,005
3423310912,51.74,003
3423312724,54.57,003
3423311322,53.41,008
3423312759,46.4,005
3423313598,39.22,003
3423311943,56.13,005
3423312448,48.63,007
3423313752,40.75,004
3423314205,50.55,005
3423311905,45.64,003
3423313499,59.35,004
3423314024,50.47,001
3423313187,36.82,003
3423313211,46.86,004
3423313995,43.53,002
3423313745,48.16,006
3423312860,48.21,002
3423314194,59.44,007
3423310682,42.9,006
3423313534,57.77,002
3423311686,46.41,005
3423313698,40.59,009
3423311231,44.24,004
3423314435,60.7,001
3423311611,52.5,003
3423312638,56.38,010
3423314419,45.2,006
3423312952,48.46,006
3423313896,48.5,006
3423313488,45.83,002
3423313103,54.89,004
3423313574,38.09,002
3423312978,52.25,005
3423313604,48.21,008
3423311641,50.43,007
3423310531,50.07,002
3423312591,48.47,009
3423312800,66.46,006
3423311865,40.46,005
3423311850,15.52,003
3423311697,62.54,004
3423312242,39.57,006
3423313733,47.88,007
3423312871,27.5,003
3423311075,45.97,007
3423310874,42.01,004
3423312241,62.54,004
3423312483,46.36,003
3423312575,47.58,010
3423313582,51.68,004
3423311185,71.04,004
3423312542,55.43,004
3423311647,36.37,002
3423312651,52.4,003
3423313272,36.89,006
3423311184,54.39,007
3423313953,54.56,005
3423310490,60.76,005
3423314243,30.32,003
3423310777,58.49,006
3423312286,59.55,008
3423311483,30.84,007
3423311134,44.06,001
3423313611,37.52,006
3423311889,64.31,005
3423313514,50.05,004
3423313799,54.52,006
3423312625,56.53,005
3423311465,59.16,008
3423313942,56.49,006
3423314413,33.68,004
3423311077,54.42,007
3423313197,47.62,005
3423310979,52.44,007
3423313388,55.47,007
3423313922,41.38,008
3423312059,60.32,003
3423313810,42.71,005
3423313673,41.83,008
3423313521,48.98,004
3423312852,57.87,005
3423311057,41.84,004
3423313721,55.12,006
3423314240,38.5,001
3423311350,37.73,004
3423312264,36.91,003
3423312349,37.5,006
3423312331,60.28,002
3423313918,45.51,006
3423310450,51.59,004
3423314161,49.46,006
3423313161,57.05,004
3423313824,41.16,002
3423311086,55.64,005
3423310493,56.91,003
3423313086,57.02,007
3423310598,60.17,005
3423310836,45.68,003
3423312386,68.44,006
3423310663,58.77,005
3423311473,51.97,002
3423313690,58.28,005
3423312890,50.39,005
3423311988,23.9,006
3423313746,36.91,006
3423314131,48.86,004
3423313378,70.21,006
3423311596,61.06,003
3423313235,49.54,009
3423313803,47.36,007
3423313936,54.75,005
3423310980,62.01,004
3423314301,56.41,003
3423310937,32.09,002
3423311875,42.75,007
3423312115,73.66,005
3423311906,54.27,005
3423314118,42.71,007
3423311145,46.62,003
3423314354,45.74,004
3423312154,53.28,005
3423313711,41.83,005
3423311309,48.76,004
3423314146,47.89,004
3423314247,49.28,002
3423314337,56.76,006
3423314061,42.92,006
3423310723,44.74,008
3423313207,51.19,005
3423311670,41.78,005
3423310506,47.95,009
3423312373,58.91,006
3423312835,52.6,007
3423311978,53.59,002
3423313201,48.09,006
3423314353,39.06,001
3423310811,57.59,004
3423312778,44.44,003
3423311500,59.68,004
3423310491,57.78,004
3423311985,27.86,008
3423312044,48.62,009
3423312049,54.09,005
3423313576,39.3,002
3423313458,38.32,005
3423313326,43.68,001
3423311970,53.08,005
3423314154,55.26,005
3423314184,51.24,002
3423312292,50.03,003
3423312032,49.38,003
3423314431,68.26,005
3423312491,44.97,008
3423311055,43.36,003
3423313771,42,008
3423314306,56.86,006
3423311267,36.67,007
3423312265,34.28,002
3423313319,57.2,005
3423311303,61.23,007
3423312337,41.21,005
3423311285,43.36,004
3423313887,43.16,006
3423310878,55.7,005
3423313772,46.44,005
3423314335,55.43,003
3423313954,55.96,008
3423314362,60.51,002
3423314107,55.29,006
3423313405,64.11,005
3423310610,47.18,007
3423311949,49.05,005
3423313407,41.91,005
3423313160,39.94,006
3423313230,52.03,005
3423313647,47.6,004
3423310576,57.05,009
3423314014,57.45,005
3423311237,29.65,003
3423314122,44.09,004
3423314375,61.38,009
3423312078,39.04,004
3423311859,48.86,010
3423313727,42.99,008
3423313716,53.51,008
3423310675,63.68,006
3423313546,35.51,007
3423313383,38.84,004
3423311406,52.64,006
3423314002,65.57,006
3423313740,47.85,007
3423312942,57.64,004
3423311191,62.54,007
3423311259,52.2,007
3423312628,35.54,007
3423311245,41.49,006
3423311334,49.31,006
3423314003,33.9,006
3423312489,41.13,004
3423312473,57.57,001
3423313794,40.22,006
3423310514,39.79,004
3423311589,56.45,004
3423311293,51.2,003
3423311634,54.34,006
3423311704,75.52,000
3423312300,37.02,002
3423311844,57.63,008
3423313519,37.91,007
3423310947,36.49,005
